COD_MUNICIPIO;PORCENTAGEM_POPULACAO_MASCULINA;PORCENTAGEM_POPULACAO_FEMININA;PORCENTAGEM_POPULACAO_MENOR_IDADE;PORCENTAGEM_POPULACAO_ADULTA;PORCENTAGEM_POPULACAO_IDOSA;RENDA_PER_CAPITA;PERCENT_AGUA_ENCANADA;IDHM;IDHM_E;IDHM_L;IDHM_R;TX_CASOS_CONFIRMADOS;TX_OBITO;TX_CURA;TX_LEITOS_TOTAL;TX_LEITOS_SUS;TX_LEITOS_NAO_SUS;TX_VACINA_TOTAL_DOSES_APLICADAS;TX_VACINA_DOSE_1;TX_VACINA_DOSE_2;TX_VACINA_DOSE_3;TX_VACINA_DOSE_REFORCO;TX_VACINA_DOSE_REFORCO_1;TX_VACINA_DOSE_REFORCO_2;TX_VACINA_DOSE_REFORCO_3;TX_VACINA_DOSE_ADICIONAL;TX_VACINA_DOSE_UNICA
251600;0,474914591;0,525085409;0,262062877;0,572031784;0,16590534;320,7;75,87;0,595;0,468;0,762;0,592;49,90211508;0;46,06349084;130,5132241;130,5132241;0;277670,7228;101504,7407;90798,8177;26,87036966;60523,58835;537,4073932;22551,91739;38,38624237;46,06349084;1642,931173
251620;0,483449291;0,516550709;0,248767804;0,59522551;0,156006686;446,94;93,39;0,668;0,567;0,814;0,645;97,14702059;35,71581639;47,14487764;201,4372045;132,862837;68,57436747;269492,9783;92815,40637;87546,60914;148,5777962;60178,29336;834,3214709;24599,6257;171,4359187;1737,217309;1461,491207
251630;0,493916706;0,506083294;0,222274216;0,60534628;0,172379504;342,68;79,65;0,627;0,534;0,765;0,602;29,24660739;17,54796444;0;374,3565746;374,3565746;0;287324,5204;93442,91062;88628,91905;707,7678989;62950,39775;2275,386055;33551,708;128,6850725;3907,346748;1731,399158
251650;0,495969042;0,504030958;0,259400193;0,578781038;0,161818768;271,53;66,23;0,578;0,456;0,749;0,564;12,89906482;12,89906482;0;335,3756853;335,3756853;0;240006,4495;84920,99323;75852,95066;154,7887778;51493,06675;1283,456949;24366,33344;32,24766204;625,6046437;1277,007417
260020;0,495220459;0,504779541;0,292027426;0,583053901;0,124918673;240,66;43,04;0,588;0,493;0,761;0,542;15,01426355;0;0;275,2614984;275,2614984;0;233126,4701;86181,87278;78304,38917;215,2044442;50122,61649;645,6133327;16280,46644;135,128372;500,4754517;740,7036685
260030;0,481022187;0,518977813;0,26251981;0,599603803;0,137876387;298,98;82,68;0,592;0,47;0,76;0,581;31,69572108;7,923930269;19,80982567;427,8922345;301,1093502;126,7828843;228831,2203;88755,94295;74583,99366;71,31537242;47230,58637;3,961965135;16572,90016;594,2947702;87,16323296;931,0618067
260060;0,509595891;0,490404109;0,278821462;0,567103663;0,154074875;281,2;38,3;0,599;0,472;0,801;0,569;33,78834978;13,51533991;13,51533991;162,1840789;162,1840789;0;301919,1783;97824,03027;92519,25936;716,3130153;73266,65766;1277,199622;33463,98162;2007,027977;81,09203946;763,616705
260110;0,492045814;0,507954186;0,318542573;0,568609981;0,112847446;332,84;57,12;0,602;0,467;0,785;0,595;67,99451355;7,033915194;57,44364075;311,836907;279,0119694;32,82493757;231714,7513;89430,3701;78846,67237;618,9845371;45248,00413;597,8827915;13492,22166;626,0184523;2130,103985;724,493265
260160;0,500916546;0,499083454;0,309696093;0,570767004;0,119536903;369,13;65,45;0,642;0,553;0,784;0,611;14,47178003;14,47178003;0;188,1331404;188,1331404;0;234191,9923;85677,7617;73391,22045;342,498794;51712,49397;135,0699469;20284,61167;1133,622769;665,7018813;849,011095
260170;0,478252957;0,521747043;0,261601456;0,601975822;0,136422722;375,09;88,91;0,629;0,514;0,783;0,617;7,799298063;7,799298063;0;113,0898219;66,29403354;46,79578838;248670,2197;93179,51384;82630,96321;158,5857273;54463,79826;534,2519173;15681,78864;581,0477057;218,3803458;1221,89003
260190;0,4769521;0,5230479;0,234498031;0,608267717;0,157234252;354,28;83,81;0,606;0,487;0,752;0,608;47,57217848;13,12335958;32,80839895;336,2860892;280,511811;55,77427822;258579,3963;91988,18898;83648,29396;836,6141732;57103,01837;264,1076115;21722,44094;695,5380577;1423,884514;897,3097113
260280;0,492026645;0,507973355;0,335873368;0,551254878;0,112871753;183,52;49,71;0,527;0,395;0,746;0,497;35,32498991;5,04642713;21,86785089;112,7035392;112,7035392;0;206405,5982;77975,70986;68025,83771;306,1499125;43069,57341;657,7176692;13960,09958;1125,35325;642,5783878;642,5783878
260290;0,491811989;0,508188011;0,260289569;0,628702632;0,111007799;468,69;94,52;0,686;0,609;0,812;0,654;2,846353821;0,948784607;1,897569214;174,1019754;86,81379153;87,28818384;259649,6138;96505,62629;86286,74168;42,69530731;53288,01306;0;17142,64028;257,5950208;1785,61263;4340,689577
260300;0,490683766;0,509316234;0,316435678;0,574788659;0,108775663;303,04;79,12;0,623;0,539;0,773;0,581;20,12766692;14,37690494;5,750761976;218,5289551;218,5289551;0;256990,0512;94700,67284;83130,13974;839,6112485;55382,71321;1017,88487;19664,73058;767,7267238;327,7934326;1158,778538
260310;0,485837618;0,514162382;0,259724513;0,597681637;0,14259385;312,84;68,18;0,579;0,439;0,753;0,587;48,50130954;9,700261907;33,95091667;126,1034048;126,1034048;0;230909,8846;86065,57377;72048,69531;349,2094287;30798,33155;4,850130954;16650,49956;446,2120477;23430,98264;1115,530119
260360;0,505004655;0,494995345;0,260009311;0,594157356;0,145833333;282,56;89,44;0,606;0,514;0,76;0,57;23,27746741;11,63873371;11,63873371;139,6648045;139,6648045;0;287511,6387;107821,2291;97253,25885;267,6908752;57076,35009;1268,621974;21170,85661;302,6070764;1059,124767;1291,899441
260400;0,471919747;0,528080253;0,251882393;0,61504035;0,133077257;406,72;90,06;0,68;0,619;0,806;0,63;1,17466023;1,17466023;0;135,0859264;110,4180616;24,66786482;217316,8411;79550,34006;70168,32881;113,9420423;48735,47826;459,2921497;16003,57097;664,8576899;391,1618564;1229,86926
260410;0,475140994;0,524859006;0,270017301;0,616297046;0,113685653;558,33;89,22;0,677;0,569;0,799;0,681;23,28458912;4,873518653;17,8695684;272,9170446;209,8320531;63,08499146;260097,7953;88310,59476;80197,26921;133,7510119;62002,52881;419,9348573;17505,94975;933,2788221;1649,956815;8944,531235
260420;0,487390927;0,512609073;0,306135502;0,582849833;0,111014665;298,89;84,24;0,609;0,515;0,76;0,578;2,284252364;2,284252364;0;61,67481383;61,67481383;0;153143,1313;61373,29252;50877,15291;306,0898168;29994,51779;57,10630911;9436,246517;171,3189273;187,3086939;740,097766
260430;0,499415302;0,500584698;0,289258269;0,590878717;0,119863014;271,5;65,57;0,615;0,573;0,717;0,565;91,8810558;8,352823254;58,46976278;150,3508186;150,3508186;0;268192,449;87278,65018;81348,14567;1369,863014;65260,60809;3867,357167;25902,10491;1261,276311;935,5162045;968,9274975
260450;0,490264034;0,509735966;0,268001277;0,596470427;0,135528296;346,52;76,02;0,599;0,443;0,803;0,603;54,72205755;9,120342925;41,04154316;145,9254868;136,8051439;9,120342925;210730,0835;83378,17502;69565,41566;18,24068585;43877,96981;0;12604,31392;228,0085731;50,16188609;1007,797893
260500;0,473986054;0,526013946;0,263316417;0,598671453;0,13801213;338,25;86,27;0,592;0,453;0,763;0,601;61,88884763;16,5036927;16,5036927;82,51846351;82,51846351;0;243953,4596;90625,90255;80546,27223;78,39254033;53777,28267;0;17411,3958;16,5036927;499,2367042;998,4734084
260600;0,472411866;0,527588134;0,280678048;0,589485451;0,129836502;497,02;90,06;0,664;0,556;0,795;0,662;137,250879;19,80940522;3,53739379;249,0325228;185,3594346;63,67308822;259851,9954;88609,592;80678,75512;37,49637417;60098,19805;0,707478758;20207,71576;743,5601746;562,4456126;8913,524871
260620;0,478075798;0,521924202;0,26658784;0,604281536;0,129130624;368,45;85,85;0,651;0,576;0,779;0,614;16,18022279;4,978530089;8,712427656;184,2056133;135,6649449;48,54066837;258721,7624;99916,60962;85483,85089;872,4873981;52871,98955;276,3084199;17413,65362;403,2609372;525,2349244;958,3670421
260640;0,480687852;0,519312148;0,251321666;0,610732748;0,137945586;406,01;87,3;0,634;0,51;0,794;0,63;35,16627788;19,92755747;15,23872042;124,2541819;75,02139282;49,23278904;235710,183;86848,98428;77660,03587;534,5274238;48889,33172;0;18809,26983;459,506031;1338,662978;1169,864844
260690;0,504525071;0,495474929;0,261475744;0,567631472;0,170892784;301,85;62,99;0,598;0,48;0,77;0,58;8,153281696;8,153281696;0;130,4525071;130,4525071;0;270843,8647;88479,41296;83546,67754;1434,977578;64443,53852;994,7003669;29514,87974;1744,802283;154,9123522;529,9633102
260730;0,497889894;0,502110106;0,346406473;0,550563224;0,103030303;237,68;45,3;0,55;0,433;0,712;0,541;6,346184357;0;6,346184357;142,789148;142,789148;0;192759,0036;81266,06378;64505,79089;345,8670474;32993,81247;383,9441536;10169,76043;301,4437569;1783,277804;1009,043313
260760;0,593329886;0,406670114;0,243093515;0,653604668;0,103301817;396,51;86,45;0,653;0,548;0,809;0,627;7,386615453;7,386615453;0;51,70630817;51,70630817;0;229734,8205;89544,24583;74139,4593;29,54646181;30093,07135;0;14499,92613;1096,912395;19053,77456;1277,884473
260765;0,491875599;0,508124401;0,28135361;0,596629675;0,122016715;276,42;92,11;0,575;0,463;0,727;0,566;2,740101384;0;0;115,0842581;115,0842581;0;225726,8119;83833,40184;73303,19222;183,5867927;47609,26154;553,5004795;16152,89766;548,0202768;2630,497328;912,4537608
260790;0,467951584;0,532048416;0,246258417;0,619528208;0,134213375;595,99;92,31;0,717;0,642;0,83;0,692;1,405817272;0;0,281163454;118,6509777;102,6246608;16,0263169;212581,7834;79992,40859;71282,80826;82,52147386;44947,77389;482,335906;13990,55291;301,8289683;986,6025614;514,9508667
260880;0,475380965;0,524619035;0,280556711;0,577330431;0,142112859;335,35;81,59;0,611;0,503;0,758;0,599;4,892008903;2,446004452;2,446004452;107,6241959;107,6241959;0;252388,5233;94687,27833;86427,1213;12,23002226;54088,49644;0;15478,31617;555,2430105;102,732187;1037,105888
260890;0,492528807;0,507471193;0,221998611;0,620723432;0,157277957;401,47;72,74;0,663;0,583;0,797;0,628;51,64829293;16,02878057;30,27658551;229,7458548;185,2214643;44,52439046;309820,2996;103284,119;98299,16828;600,1887834;72512,4223;2292,115621;29348,69722;1556,572691;835,2775651;1091,738054
260900;0,490240563;0,509759437;0,262037942;0,583923333;0,154038725;283,03;91,93;0,609;0,508;0,778;0,571;3,911597888;3,911597888;0;203,4030902;203,4030902;0;223516,5265;83852,92392;74973,59671;183,8451007;48750,24447;379,4249951;13843,14492;485,0381381;129,0827303;919,2255036
260930;0,500578853;0,499421147;0,309686133;0,560779521;0,129534345;204,77;67,01;0,591;0,525;0,769;0,512;6,431695395;6,431695395;0;57,88525855;57,88525855;0;253389,5035;94526,62722;81746,84847;630,3061487;54611,5256;353,7432467;19520,19552;971,1860046;147,9289941;881,1422691
260960;0,457334139;0,542665861;0,22913439;0,610782914;0,160082695;641,29;97,33;0,735;0,675;8,36E-01;0,704;8,12731438;2,793764318;3,047742892;167,3718805;91,94024392;75,43163659;198237,3887;76829,28068;65914,80543;12,69892872;40180,1724;15,23871446;13673,19053;356,5859184;265,6615888;989,7545043
260970;0,488180113;0,511819887;0,253908693;0,586366479;0,159724828;251,23;53,87;0,61;0,528;0,787;0,545;29,18490723;20,84636231;4,169272462;133,4167188;133,4167188;0;215630,6025;77465,08234;66616,6354;237,6485303;47517,19825;250,1563477;21992,91224;979,7790286;87,5547217;483,6356056
260980;0,499444771;0,500555229;0,324514991;0,573649487;0,101835522;227,8;84,23;0,61;0,553;0,766;0,536;13,0642106;13,0642106;0;189,4310536;189,4310536;0;261022,9277;95466,71892;86863,93625;1567,705271;55934,41766;450,7152655;18067,80325;385,3942126;241,687896;2044,548958
260990;0,490988562;0,509011438;0,320154401;0,557843499;0,1220021;307,32;60,18;0,572;0,419;0,773;0,578;28,38248233;22,70598587;5,676496466;116,3681776;107,8534329;8,5147447;217678,0291;82805,8922;71475,60526;393,0973803;42949,79139;745,0401612;16281,61099;605,9659978;1375,131269;1045,894474
261000;0,489371715;0,510628285;0,279268962;0,608816378;0,11191466;316,68;88,52;0,622;0,55;0,744;0,588;1,56875049;1,56875049;0;429,8376343;396,893874;32,94376029;203465,3698;79381,91231;67762,17743;127,0687897;40489,45015;662,0127069;13500,66672;393,756373;180,4063064;967,9190525
261040;0,513785026;0,486214974;0,298360213;0,564194973;0,137444815;261,02;57,59;0,599;0,499;0,776;0,556;13,51473106;4,504910352;9,009820705;126,1374899;126,1374899;0;232678,6197;83647,17542;75263,53726;752,3200288;52437,1565;328,8584557;18560,23065;797,3691324;283,8093522;608,1628976
261070;0,465601524;0,534398476;0,234317447;0,611648497;0,154034056;528,67;97,84;0,732;0,703;0,83;0,673;1,187228978;0;1,187228978;138,3121759;111,0059094;27,30626649;215408,4513;74736,36097;69317,2543;299,4785097;51013,44834;340,4379094;18067,8442;417,0141785;249,6148926;966,9980025
261090;0,491618552;0,508381448;0,279739081;0,579326252;0,140934667;334,05;71,46;0,61;0,506;0,751;0,597;33,79023609;10,2839849;19,09882909;221,8402456;154,2597735;67,58047218;254390,527;88267,44237;80309,1072;195,395713;60663,75777;41,13593959;21568,45461;1069,534429;1358,955147;916,7437966
261110;0,488346337;0,511653663;0,305716639;0,604153913;0,090129448;609;91,95;0,697;0,611;0,799;0,695;36,17421502;21,70452901;13,91315962;215,375711;136,6272275;78,74848347;241659,0608;92324,3881;80958,728;7557,90657;40094,10861;453,2907405;16077,769;460,2473203;2575,604109;1157,018354
261120;0,483374602;0,516625398;0,294923948;0,560576583;0,144499469;242,85;53,8;0,528;0,402;0,677;0,542;79,58967103;17,68659356;35,37318712;203,395826;203,395826;0;267589,3173;91413,15883;85567,73965;397,9483551;62610,54121;2184,294305;23355,1468;990,4492395;70,74637425;999,2925363
261160;0,457939323;0,542060677;0,220445065;0,615775757;0,163779179;1145,56;97,45;0,772;0,698;0,825;0,798;122,7561187;67,00714081;50,27040662;570,4938601;388,9785595;181,5153006;275552,1467;98613,07861;88154,36567;11324,2068;41365,80179;3,612244787;21000,44732;14293,83324;553,8775341;242,923462
261220;0,493104401;0,506895599;0,292441643;0,587807216;0,119751141;444,69;87,62;0,669;0,58;0,799;0,645;19,49286074;4,873215185;8,122025308;284,2708858;251,7827846;32,48810123;291369,5359;102547,0671;92183,36284;812,2025308;66774,41887;493,8191387;24629,22954;1260,538328;1825,831289;843,066227
261245;0,499968179;0,500031821;0,317380513;0,548653981;0,133965506;210,61;41,67;0,549;0,438;0,722;0,522;57,27741361;6,364157067;50,91325654;152,7397696;152,7397696;0;206656,9083;79742,88805;71195,82511;152,7397696;40851,52422;57,27741361;12893,78222;76,36988481;776,4271622;910,0744606
261250;0,489840089;0,510159911;0,312041641;0,612331413;0,075626945;508,53;79,67;0,648;0,506;0,806;0,667;3,577433549;3,577433549;0;75,12610453;69,75995421;5,366150324;183111,8306;74152,14825;64895,53894;690,444675;33073,37316;147,5691339;5960,898651;227,1670304;3027,403141;937,2875899
261260;0,504873894;0,495126106;0,333554157;0,561633464;0,104812379;276,3;76,59;0,59;0,472;0,773;0,564;16,56177542;7,097903752;7,097903752;70,97903752;70,97903752;0;220882,0328;84559,69337;72374,9586;198,7413051;44948,6585;1516,585435;15206,07581;529,9768135;818,6248994;728,7181186
261300;0,500239404;0,499760596;0,301187115;0,5753298;0,123483085;326,46;58,05;0,593;0,446;0,789;0,593;9,906384665;9,906384665;0;84,20426965;84,20426965;0;202095,2004;74989,68085;68256,64141;183,2681163;42455,46255;1781,498176;13276,20652;199,7787574;120,5276801;832,1363119
261310;0,491143833;0,508856167;0,284090909;0,594643619;0,121265472;304,83;66,51;0,591;0,469;0,756;0,583;26,67520273;10,67008109;16,00512164;80,02560819;80,02560819;0;256458,0666;95817,32821;84813,80708;1616,517286;53675,84294;760,2432778;17992,42424;661,5450277;162,7187367;957,6397781
261330;0,493679743;0,506320257;0,264844442;0,58701432;0,148141238;248,37;81,56;0,537;0,381;0,741;0,549;88,62353655;18,65758664;69,9659499;158,5894864;158,5894864;0;248924,8566;89789,63571;77247,07309;1366,668221;52978,21727;69,9659499;21008,44256;1268,715892;4375,204067;820,9338122
261370;0,482525455;0,517474545;0,256740057;0,62035506;0,122904882;367,91;88,46;0,653;0,571;0,793;0,614;0,87024628;0;0,87024628;130,536942;130,536942;0;240234,9665;88062,83178;79741,53685;145,3311287;52269,6023;581,3245148;17931,42459;322,8613698;15,66443303;1164,389522
261380;0,492231405;0,507768595;0,274435262;0,590578512;0,134986226;261,27;68,83;0,549;0,414;0,715;0,558;5,509641873;0;5,509641873;148,7603306;148,7603306;0;266969,697;94418,73278;83779,61433;440,7713499;57796,14325;3283,746556;25785,12397;776,8595041;115,7024793;573,0027548
261390;0,481255788;0,518744212;0,277247419;0,596156265;0,126596316;411,78;83,64;0,661;0,571;0,8;0,632;219,5113586;22,86576652;4,573153304;603,6562361;483,6109618;120,0452742;253601,9299;89293,10483;79731,78456;806,0182697;43330,62755;193,2157271;15165,71964;841,4602078;16410,76063;7829,238456
261460;0,493000693;0,506999307;0,268225918;0,585135135;0,146638947;281,91;75,87;0,605;0,504;0,77;0,57;10,3950104;3,465003465;0;190,5751906;121,2751213;69,3000693;275297,9903;90571,72557;84646,56965;866,2508663;64189,18919;2671,517672;28607,06861;1957,726958;668,7456687;1119,196119
261560;0,498440665;0,501559335;0,337555863;0,561199884;0,101244253;342,82;85,71;0,595;0,455;0,768;0,602;12,86049577;3,215123943;9,645371829;237,9191718;96,45371829;141,4654535;202240,9414;85728,06482;70530,17394;128,6049577;34665,46635;109,3142141;9275,632576;289,3611549;688,0365238;826,2868534
261580;0,502932393;0,497067607;0,336235743;0,55341273;0,110351527;183,99;45,89;0,519;0,379;0,747;0,494;7,196056561;3,598028281;0;75,55859389;75,55859389;0;194865,6136;68391,32156;62217,10503;309,4304321;48443,85277;1601,122585;12834,16688;154,7152161;61,16648077;852,7327025
261590;0,488628115;0,511371885;0,233849504;0,579482216;0,18666828;361,26;81,29;0,634;0,557;0,749;0,612;12,09774982;12,09774982;0;423,4212436;423,4212436;0;253012,3397;90116,1384;78369,22332;0;45765,78756;0;23844,66489;1185,579482;12581,65981;1149,286233
261610;0,494045132;0,505954868;0,284266611;0,565399081;0,150334308;265,78;75,41;0,605;0,52;0,76;0,56;41,78854994;0;41,78854994;156,7070623;156,7070623;0;265837,8604;92310,90681;84318,84664;177,6013372;62244,04513;1211,867948;22565,81697;1128,290848;762,6410364;1117,843711
261640;0,476518816;0,523481184;0,252469923;0,611365563;0,136164514;404,7;83,68;0,64;0,543;0,768;0,629;23,50611515;10,6845978;1,424613039;311,9902556;221,5273276;90,46292801;250704,115;88509,07122;81548,41191;153,1459017;57956,81998;1135,416592;18903,19042;460,1500118;651,7604656;1386,148487
270030;0,472986526;0,527013474;0,271696776;0,608290761;0,120012462;427,16;94,68;0,649;0,549;0,78;0,638;203,1505405;63,59124063;99,86812286;452,3940608;347,4044958;104,9895651;187549,3472;78989,28338;66255,24414;162,1790029;31344,07983;70,84661707;8837,902087;11,0964581;216,3809329;1662,33478
270140;0,497577461;0,502422539;0,328430781;0,587513147;0,084056072;223,44;66,83;0,57;0,47;0,742;0,531;55,17526769;10,34536269;34,4845423;72,41753884;72,41753884;0;137519,182;53390,69262;47047,26107;46,55413211;28080,7628;500,0258634;7395,210097;3,44845423;117,2474438;937,9795507
270240;0,474752862;0,525247138;0,291232548;0,587722139;0,121045313;337,48;90,47;0,612;0,494;0,774;0,599;116,1882631;22,85670749;60,95121998;163,8064037;163,8064037;0;207285,5755;79371,82149;62882,61176;563,7987848;42555,3799;1394,259157;15931,12512;38,09451249;74,28429935;4474,200491
270290;0,49283978;0,50716022;0,297696695;0,588028593;0,114274712;189,03;50,24;0,536;0,405;0,762;0,498;26,47476474;2,406796794;24,06796794;115,5262461;115,5262461;0;183186,1176;75984,98159;66413,15074;98,67866856;31403,88457;635,3943537;6763,098992;4,813593588;1032,515825;849,5992683
270430;0,46079913;0,53920087;0,253205467;0,621049693;0,12574484;795,41;80,17;0,721;0,635;0,799;0,739;145,5025557;41,48906986;83,65669927;309,1323453;226,638891;82,49345432;225729,6212;84011,97367;75336,3959;103,9165488;43143,7858;461,2266224;20440,54025;195,6190256;444,0687594;1592,094587
270450;0,498275914;0,501724086;0,320799976;0,595274505;0,083925519;261,41;75,44;0,574;0,443;0,766;0,556;17,99046505;2,998410842;0;11,99364337;11,99364337;0;185379,7487;78354,47213;63431,38137;62,96662769;33891,03775;332,8236035;7936,793499;38,97934095;47,97457348;1283,31984
270500;0,498214286;0,501785714;0,325396825;0,555198413;0,119404762;192,66;43,05;0,504;0,369;0,685;0,506;43,65079365;23,80952381;15,87301587;142,8571429;142,8571429;0;168484,127;66817,46032;55285,71429;436,5079365;34480,15873;309,5238095;7861,111111;7,936507937;15,87301587;3269,84127
270630;0,470416054;0,529583946;0,263873006;0,589473398;0,146653597;400,1;80,3;0,638;0,523;0,794;0,625;85,77029897;17,69863312;5,445733268;153,8419648;129,3361651;24,50579971;206246,2561;79377,00811;69909,60083;133,4204651;41002,28721;219,190764;11666,12209;80,3245657;50,37303273;3807,928988
270670;0,479446918;0,520553082;0,276759628;0,602327943;0,120912429;341,92;95,06;0,63;0,536;0,774;0,602;3,124755878;1,562377939;0;170,2991954;148,4259042;21,87329115;192784,9387;76862,7451;65780,79838;49,99609406;36511,21006;231,231935;12349,03523;43,7465823;9,374267635;946,8010312
270690;0,475672614;0,524327386;0,302209006;0,585216653;0,112574342;294,07;90,01;0,61;0,509;0,771;0,578;11,32823563;5,664117814;2,832058907;141,6029453;141,6029453;0;228060,0396;84440,66837;76182,38459;62,30529595;47567,2614;679,6941376;15556,49958;73,63353158;14,16029453;3483,432455
270730;0,483333943;0,516666057;0,309172734;0,589184443;0,101642823;259,77;86,25;0,586;0,498;0,723;0,558;91,47122315;32,92964034;47,56503604;486,6269072;439,0618711;47,56503604;156148,6956;65998,31693;54622,95562;3,658848926;26354,68881;347,590648;7881,160587;7,317697852;14,6353957;918,3710805
270770;0,48203854;0,51796146;0,281396209;0,610808596;0,107795194;370,13;77,58;0,643;0,547;0,788;0,616;3,965002247;3,965002247;0;107,0550607;54,18836404;52,86669662;226553,62;100449,3669;79293,4366;167,8517618;34373,92615;498,2686157;10916,97285;10,57333932;34,36335281;808,8604584
270800;0,482801085;0,517198915;0,305468587;0,583969944;0,110561469;300,11;71,05;0,591;0,463;0,77;0,579;125,2348153;29,2214569;12,52348153;267,1676059;267,1676059;0;189050,3027;78975,16176;68108,95429;45,91943227;33550,40701;100,1878522;7188,478397;73,05364225;171,1542475;836,9860154
270860;0,482752535;0,517247465;0,303908356;0,60016365;0,095927994;361,64;96,16;0,623;0,514;0,77;0,612;11,23090746;3,208830702;3,208830702;198,9475035;186,1121807;12,83532281;179429,7908;69474,39353;60881,14491;146,0017969;34055,32024;612,8866641;10841,03453;0;24,06623027;3394,942883
270915;0,478595468;0,521404532;0,325420687;0,576576172;0,098003141;247,42;83,78;0,564;0,466;0,7;0,549;53,84787974;2,243661656;47,11689477;152,5689926;152,5689926;0;202878,6179;77419,7891;67861,79044;24,68027821;43390,17276;58,33520305;12961,63339;2,243661656;280,457707;879,5153691
270920;0,503687263;0,496312737;0,31935992;0,558745615;0,121894466;187,73;37,18;0,532;0,395;0,765;0,499;14,31946732;3,579866829;3,579866829;32,21880146;32,21880146;0;171851,5071;68210,78256;60059,42579;60,85773609;34184,14835;100,2362712;8684,756927;3,579866829;14,31946732;533,4001575
270930;0,479359641;0,520640359;0,298227794;0,58713218;0,114640025;318,11;90,57;0,593;0,462;0,764;0,59;166,7601534;62,15605718;78,83207253;198,5961827;144,0201325;54,57605021;165714,1125;72551,27875;60633,99178;7,580006974;25708,35165;256,2042357;5609,20516;1,516001395;72,76806695;873,2168034
280020;0,490089925;0,509910075;0,266746192;0,594191595;0,139062213;285,84;88,82;0,578;0,452;0,747;0,573;4,587997798;4,587997798;0;146,8159295;146,8159295;0;239814,6449;84432,92347;77555,51477;357,8638282;49169,5724;1858,139108;24614,60818;13,76399339;821,2516058;991,0075243
280030;0,461276453;0,538723547;0,240656602;0,631907751;0,127435647;1052,49;99,23;0,77;0,708;0,823;0,784;170,3800397;40,29056784;100,5034091;329,7582269;207,3997865;122,3584404;266713,4493;87115,64136;81313,94827;227,1733862;57799,12401;0;34068,8716;2865,536548;1298,367266;2024,786876
280067;0,487546331;0,512453669;0,262083024;0,603743514;0,134173462;298,36;86,91;0,604;0,492;0,771;0,581;22,23869533;22,23869533;0;66,71608599;66,71608599;0;232835,4337;81716,08599;72657,52409;2264,640474;50719,05115;0;24340,25204;114,8999259;107,4870274;915,4929577
280120;0,491292808;0,508707192;0,329578559;0,596523597;0,073897844;275,81;79,23;0,567;0,435;0,741;0,566;3,236874474;0;3,236874474;64,73748948;64,73748948;0;225988,8652;83482,22956;73994,95048;200,6862174;45643,16696;1333,592283;20016,83175;9,710623422;411,0830582;896,6142293
280130;0,498621007;0,501378993;0,295966444;0,595581476;0,10845208;330,22;90,37;0,615;0,51;0,766;0,596;40,22063893;2,872902781;22,98322225;229,8322225;229,8322225;0;267251,7812;91826,59159;84931,62491;3122,845323;56245,69065;890,5998621;29266,26063;17,23741669;63,20386118;887,7269593
280140;0,499084535;0,500915465;0,272987094;0,591211539;0,135801366;301,92;69,26;0,588;0,442;0,791;0,581;8,931362479;4,46568124;4,46568124;4,46568124;4,46568124;0;243089,3583;86942,34806;78497,74483;585,0042424;50792,65842;196,4899745;24449,60479;98,24498727;647,5237798;879,7392042
280210;0,482300948;0,517699052;0,26961198;0,612980735;0,117407286;396,94;92,23;0,647;0,552;0,782;0,627;100,1158483;42,90679215;31,46498091;270,3127905;235,9873568;34,32543372;228960,6545;82938,82922;73632,346;503,4396945;46593,91582;205,9526023;18937,62783;25,74407529;2495,745076;3627,054163
280290;0,482780698;0,517219302;0,264562831;0,620411198;0,115025971;445,49;91,16;0,642;0,513;0,801;0,645;46,46888134;9,293776268;36,14246326;164,1900474;134,243435;29,94661242;263145,0139;91424,94243;81986,59631;358,3267072;56760,18959;507,0271275;29324,96205;128,0475841;59,89322484;2595,028862
280300;0,493242765;0,506757235;0,30279016;0,588787471;0,108422368;257,31;75,94;0,556;0,407;0,761;0,555;7,075638576;7,075638576;0;70,75638576;70,75638576;0;202495,3419;82152,88096;72525,29541;261,7986273;34597,51409;481,1434232;11578,10326;0;2,358546192;896,247553
280350;0,484469179;0,515530821;0,255529878;0,615111069;0,129359053;364,59;81,83;0,625;0,515;0,775;0,613;66,02839221;19,80851766;21,69504315;163,184455;147,1489884;16,03546668;235206,3387;86637,73994;76395,79305;656,5108711;45900,10848;411,2625572;21319,62458;175,4468707;581,0498514;3128,802528
280450;0,487657431;0,512342569;0,273631181;0,617154978;0,109213841;319,75;90,53;0,587;0,456;0,75;0,591;103,4071324;31,81757921;50,37783375;127,2703169;127,2703169;0;257775,4209;92886,11958;82614,34443;1853,373989;51605,46202;135,2247117;25880,94922;42,42343895;190,9054753;2566,618056
280480;0,481534946;0,518465054;0,281181252;0,629175478;0,08964327;382,1;97,54;0,664;0,581;0,811;0,62;35,68898382;9,588085206;19,70884181;25,56822722;25,56822722;0;235916,9672;84606,3292;76574,70983;6,392056804;49083,00618;0;22892,0861;87,35810966;446,9113049;2220,174397
280540;0,512873297;0,487126703;0,325568935;0,583288683;0,091142382;207,99;73,96;0,529;0,376;0,76;0,519;2,819999436;2,819999436;0;50,75998985;50,75998985;0;213358,3373;81706,66366;71238,82575;485,039903;39747,89205;682,4398635;13722,11726;208,6799583;4734,779053;831,8998336
